id,created,status,ticket_type,title,pi_name,fundingType,application,hoursLogged,daysOpen
4004,1/6/2016 15:41,Closed,HD,Ticket 4004,Isadora Tillman,Not billable,BioMS,15.45838381,24
4005,1/6/2016 15:44,Closed,HD,Ticket 4005,Isadora Tillman,Not billable,BioMS,18.12869964,26
4006,1/6/2016 15:57,Closed,HD,Ticket 4006,Isadora Tillman,Not billable,BioMS,9.561833989,12
4007,1/6/2016 16:10,Closed,HD,Ticket 4007,Isadora Tillman,Not billable,ClinPortal,4.079979811,8
4008,1/6/2016 16:17,Closed,HD,Ticket 4008,Isadora Tillman,Not billable,BioMS,5.692548053,12
4009,1/6/2016 16:20,Closed,HD,Ticket 4009,Isadora Tillman,Not billable,BioMS,0.738518178,19
4010,1/6/2016 16:24,Closed,HD,Ticket 4010,Isadora Tillman,Not billable,BioMS,1.39726018,26
4011,1/6/2016 16:37,Closed,HD,Ticket 4011,Isadora Tillman,Not billable,BioMS,4.342034331,28
4012,1/6/2016 16:44,Closed,HD,Ticket 4012,Isadora Tillman,Not billable,BioMS,7.670738044,20
4013,1/6/2016 16:54,Closed,HD,Ticket 4013,Isadora Tillman,Not billable,RPR-ClinPortal,1.420133468,27
4014,1/7/2016 8:27,Done,II,Ticket 4014,Isadora Tillman,Department Funds,CIDER,3.716371973,8
4015,1/7/2016 9:39,Closed,HD,Ticket 4015,Isadora Tillman,Not billable,OpenSpecimen,19.55450967,4
4016,1/7/2016 9:42,Closed,HD,Ticket 4016,Isadora Tillman,Not billable,AFT BioMS,9.783981094,5
4017,1/7/2016 9:51,Closed,HD,Ticket 4017,Isadora Tillman,Not billable,AFT BioMS,18.39958447,23
4018,1/7/2016 10:06,Closed,HD,Ticket 4018,Isadora Tillman,Not billable,CIDER,11.31740438,20
4019,1/7/2016 10:53,Closed,HD,Ticket 4019,Isadora Tillman,Not billable,CIDER,18.86387441,19
4020,1/7/2016 11:33,Closed,HD,Ticket 4020,Isadora Tillman,Not billable,CPTAC,9.629399439,21
4021,1/7/2016 11:49,Closed,HD,Ticket 4021,Isadora Tillman,Not billable,ClinPortal,18.79185871,5
4022,1/7/2016 12:49,Closed,HD,Ticket 4022,Isadora Tillman,Not billable,BioMS,18.63978244,26
4023,1/7/2016 15:10,Closed,HD,Ticket 4023,Isadora Tillman,Not billable,CPTAC,9.241047285,26
4024,1/7/2016 15:37,Closed,HD,Ticket 4024,Isadora Tillman,Not billable,BioMS,5.005798457,25
4025,1/7/2016 15:39,Closed,HD,Ticket 4025,Isadora Tillman,Not billable,BioMS,6.385356627,4
4026,1/7/2016 15:41,Closed,HD,Ticket 4026,Isadora Tillman,Not billable,Other,18.00104082,11
4027,1/7/2016 15:45,Closed,HD,Ticket 4027,Isadora Tillman,Not billable,BioMS,11.56668356,3
4028,1/7/2016 15:49,Closed,HD,Ticket 4028,Isadora Tillman,Not billable,BioMS,15.87934652,3
4029,1/7/2016 15:50,Closed,HD,Ticket 4029,Isadora Tillman,Not billable,BioMS,1.087314205,10
4030,1/7/2016 15:52,Closed,HD,Ticket 4030,Isadora Tillman,Not billable,BioMS,7.591921919,6
4031,1/7/2016 15:54,Closed,HD,Ticket 4031,Isadora Tillman,Not billable,BioMS,10.44730395,1
4032,1/7/2016 15:58,Closed,HD,Ticket 4032,Isadora Tillman,Not billable,BioMS,15.81915668,2
4033,1/7/2016 16:06,Closed,HD,Ticket 4033,Isadora Tillman,Not billable,BioMS,4.899836527,18
4034,1/7/2016 16:10,Closed,HD,Ticket 4034,Isadora Tillman,Not billable,BioMS,3.615070662,30
4035,1/7/2016 16:35,Closed,HD,Ticket 4035,Isadora Tillman,Not billable,BioMS,2.532684937,14
4036,1/8/2016 7:54,Completed,CSA,Ticket 4036,Ashely Horne,Unknown,ClinPortal,15.26318094,29
4037,1/8/2016 7:55,Completed,CSA,Ticket 4037,Ashely Horne,Unknown,ClinPortal,2.891172669,27
4038,1/8/2016 10:27,Closed,HD,Ticket 4038,Ashely Horne,Not billable,CIDER,4.896877643,18
4039,1/8/2016 12:32,Closed,HD,Ticket 4039,Ashely Horne,Not billable,ClinPortal,14.85707904,2
4040,1/8/2016 13:02,Closed,HD,Ticket 4040,Ashely Horne,Not billable,OpenSpecimen,15.77077049,21
4041,1/8/2016 15:30,Closed,HD,Ticket 4041,Ashely Horne,Not billable,AFT BioMS,16.24112798,4
4042,1/8/2016 15:32,Closed,HD,Ticket 4042,Ashely Horne,Not billable,AFT BioMS,1.984987668,27
4043,1/8/2016 15:34,Closed,HD,Ticket 4043,Ashely Horne,Not billable,AFT BioMS,11.67131133,15
4044,1/8/2016 15:56,Closed,HD,Ticket 4044,Ashely Horne,Not billable,BioMS,3.203402695,0
4045,1/8/2016 16:00,Closed,HD,Ticket 4045,Ashely Horne,Not billable,BioMS,6.885354914,3
4046,1/8/2016 16:04,Closed,HD,Ticket 4046,Ashely Horne,Not billable,BioMS,14.28747859,21
4047,1/8/2016 16:06,In Progress,II,Ticket 4047,Scott Lott,JIT,CIDER,16.35323373,245
4048,1/8/2016 16:12,Closed,HD,Ticket 4048,Scott Lott,Not billable,BioMS,12.1233755,0
4049,1/8/2016 16:28,Closed,HD,Ticket 4049,Scott Lott,Not billable,BioMS,11.45054666,20
4050,1/8/2016 16:31,Closed,HD,Ticket 4050,Scott Lott,Not billable,OpenSpecimen,5.608275139,2
4051,1/11/2016 7:33,Closed,HD,Ticket 4051,Scott Lott,Not billable,ClinPortal,2.225223585,23
4052,1/11/2016 7:36,Closed,HD,Ticket 4052,Scott Lott,Not billable,ClinPortal,8.529582447,27
4053,1/11/2016 10:14,Completed,CSA,Ticket 4053,Scott Lott,Unknown,ClinPortal,18.36373875,21
4054,1/11/2016 10:17,Closed,HD,Ticket 4054,Scott Lott,Not billable,CIDER,3.415686735,23
4055,1/11/2016 10:31,Closed,HD,Ticket 4055,Scott Lott,Not billable,OpenSpecimen,12.52525482,20
4056,1/11/2016 10:38,Closed,HD,Ticket 4056,Scott Lott,Not billable,BioMS,17.85103496,19
4057,1/11/2016 11:00,Closed,HD,Ticket 4057,Scott Lott,Not billable,OpenSpecimen,18.73754887,14
4058,1/11/2016 11:05,Closed,CWL,Ticket 4058,Scott Lott,Unknown,OpenSpecimen,13.48150391,9
4059,1/11/2016 11:07,Closed,CWL,Ticket 4059,Scott Lott,Unknown,OpenSpecimen,8.775988772,9
4060,1/11/2016 11:19,Closed,HD,Ticket 4060,Scott Lott,Not billable,AFT BioMS,14.64205409,13
4061,1/11/2016 14:46,Resolved,HD,Ticket 4061,Scott Lott,Not billable,OpenSpecimen,5.403064738,17
4062,1/11/2016 15:09,Closed,HD,Ticket 4062,Scott Lott,Not billable,BioMS,5.265488277,4
4063,1/11/2016 16:02,Closed,HD,Ticket 4063,Scott Lott,Not billable,RPR-ClinPortal,18.09690459,3
4064,1/12/2016 7:56,Closed,HD,Ticket 4064,Scott Lott,Not billable,ClinPortal,8.486800264,6
4065,1/12/2016 7:58,Closed,HD,Ticket 4065,Scott Lott,Not billable,ClinPortal,3.910094305,12
4066,1/12/2016 8:35,Completed,CSA,Ticket 4066,Scott Lott,Unknown,ClinPortal,3.558180334,18
4067,1/12/2016 13:49,Completed,CSA,Ticket 4067,Scott Lott,Unknown,ClinPortal,0.520302392,12
4068,1/12/2016 13:54,Completed,CSA,Ticket 4068,Scott Lott,Unknown,ClinPortal,18.76500564,27
4069,1/12/2016 13:57,Closed,HD,Ticket 4069,Scott Lott,Not billable,ClinPortal,15.0920849,26
4070,1/12/2016 14:38,Closed,HD,Ticket 4070,Scott Lott,Not billable,BioMS,5.565903016,12
4071,1/12/2016 14:44,Closed,HD,Ticket 4071,Scott Lott,Not billable,BioMS,6.589775111,20
4072,1/12/2016 14:57,Closed,HD,Ticket 4072,Scott Lott,Not billable,BioMS,3.103333402,25
4073,1/12/2016 15:10,Closed,HD,Ticket 4073,Scott Lott,Not billable,ClinPortal,18.58647954,1
4074,1/12/2016 15:18,Closed,HD,Ticket 4074,Scott Lott,Not billable,BioMS,16.84122811,10
4075,1/12/2016 15:23,Closed,HD,Ticket 4075,Gannon Donovan,Not billable,BioMS,12.78709705,3
4076,1/12/2016 15:29,In Progress,CSA,Ticket 4076,Gannon Donovan,Unknown,ClinPortal,14.95428764,241
4077,1/12/2016 15:30,Closed,HD,Ticket 4077,Gannon Donovan,Not billable,BioMS,15.45456006,9
4078,1/12/2016 16:19,Closed,HD,Ticket 4078,Gannon Donovan,Not billable,BioMS,10.24611675,25
4079,1/12/2016 16:24,Closed,HD,Ticket 4079,Gannon Donovan,Not billable,BioMS,5.672655424,16
4080,1/13/2016 7:57,Completed,CSA,Ticket 4080,Gannon Donovan,Unknown,ClinPortal,8.375822461,11
4081,1/13/2016 8:23,Completed,CSA,Ticket 4081,Gannon Donovan,Unknown,ClinPortal,0.549359453,26
4082,1/13/2016 8:47,Completed,CSA,Ticket 4082,Wade Cochran,Unknown,ClinPortal,18.56912559,17
4083,1/13/2016 9:36,Closed,HD,Ticket 4083,Wade Cochran,Not billable,OpenSpecimen,2.718101969,9
4084,1/13/2016 10:39,Completed,CSA,Ticket 4084,Wade Cochran,Unknown,ClinPortal,12.59264015,18
4085,1/13/2016 10:43,Closed,HD,Ticket 4085,Demetria Howe,Not billable,BioMS,12.06412033,23
4086,1/13/2016 10:52,Closed,HD,Ticket 4086,Demetria Howe,Not billable,BioMS,18.64109232,25
4087,1/13/2016 10:57,Completed,CSA,Ticket 4087,Demetria Howe,Unknown,ClinPortal,9.155231662,9
4088,1/13/2016 11:30,Closed,HD,Ticket 4088,Demetria Howe,Not billable,CIDER,11.96445457,28
4089,1/13/2016 11:33,Closed,HD,Ticket 4089,Walker Klein,Not billable,CPTAC,9.068571102,6
4090,1/13/2016 11:55,Closed,HD,Ticket 4090,Walker Klein,Not billable,CIDER,17.72770654,21
4091,1/13/2016 12:26,Closed,HD,Ticket 4091,Walker Klein,Not billable,OpenSpecimen,10.75611525,23
4092,1/13/2016 15:14,Closed,CWL,Ticket 4092,Walker Klein,Unknown,OpenSpecimen,12.62812751,18
4093,1/13/2016 15:21,Done,II,Ticket 4093,Walker Klein,TBD,CDS (PES),10.39487966,5
4094,1/13/2016 15:22,Closed,HD,Ticket 4094,Walker Klein,Not billable,BioMS,11.84402716,27
4095,1/13/2016 15:27,Closed,HD,Ticket 4095,Walker Klein,Not billable,BioMS,11.30285433,25
4096,1/13/2016 15:34,Closed,HD,Ticket 4096,Walker Klein,Not billable,BioMS,10.74689258,27
4097,1/13/2016 15:36,Closed,HD,Ticket 4097,Walker Klein,Not billable,BioMS,13.78172668,24
4098,1/13/2016 15:41,Closed,HD,Ticket 4098,Walker Klein,Not billable,BioMS,14.2894624,17
4099,1/13/2016 15:47,Closed,HD,Ticket 4099,Walker Klein,Not billable,BioMS,6.597463132,12
4100,1/13/2016 16:01,Closed,HD,Ticket 4100,Walker Klein,Not billable,BioMS,2.38163905,24
4101,1/13/2016 16:12,Closed,HD,Ticket 4101,Walker Klein,Not billable,BioMS,4.905758545,21
4102,1/13/2016 16:35,Closed,HD,Ticket 4102,Walker Klein,Not billable,BioMS,0.805949584,1
4103,1/14/2016 8:01,Closed,HD,Ticket 4103,Walker Klein,Not billable,ClinPortal,11.95178464,13
4104,1/14/2016 8:03,Done,II,Ticket 4104,Walker Klein,Not billable,CDS (PES),3.679338529,3
4105,1/14/2016 10:56,Closed,HD,Ticket 4105,Walker Klein,Not billable,CIDER,18.89181048,16
4106,1/14/2016 12:05,Closed,HD,Ticket 4106,Walker Klein,Not billable,ClinPortal,4.159449668,5
4107,1/14/2016 12:40,Closed,HD,Ticket 4107,Walker Klein,Not billable,AFT BioMS,13.93530974,17
4108,1/14/2016 12:55,Closed,HD,Ticket 4108,Walker Klein,Not billable,RPR-ClinPortal,11.77200095,12
4109,1/14/2016 14:19,Closed,HD,Ticket 4109,Walker Klein,Not billable,OpenSpecimen,0.511849118,11
4110,1/14/2016 14:30,Closed,HD,Ticket 4110,Walker Klein,Not billable,ClinPortal,3.946488465,19
4111,1/14/2016 15:05,Closed,HD,Ticket 4111,Walker Klein,Not billable,AFT BioMS,5.539829695,25
4112,1/14/2016 15:09,Closed,HD,Ticket 4112,Walker Klein,Not billable,BioMS,5.131368194,12
4113,1/14/2016 15:12,Closed,HD,Ticket 4113,Walker Klein,Not billable,OpenSpecimen,19.00075509,1
4114,1/14/2016 15:21,Closed,HD,Ticket 4114,Walker Klein,Not billable,BioMS,2.526705613,4
4115,1/14/2016 15:23,Closed,HD,Ticket 4115,Walker Klein,Not billable,BioMS,14.17029346,23
4116,1/14/2016 15:28,Closed,HD,Ticket 4116,Walker Klein,Not billable,BioMS,4.307775176,4
4117,1/14/2016 15:34,Closed,HD,Ticket 4117,Walker Klein,Not billable,BioMS,2.550656762,21
4118,1/14/2016 15:49,Closed,HD,Ticket 4118,Josiah Barry,Not billable,BioMS,13.04924269,11
4119,1/14/2016 15:59,Closed,HD,Ticket 4119,Mollie Chang,Not billable,BioMS,15.74877077,9
4120,1/14/2016 16:07,Closed,HD,Ticket 4120,Mollie Chang,Not billable,RPR-ClinPortal,0.690990901,18
4121,1/14/2016 16:24,Closed,HD,Ticket 4121,Mollie Chang,Not billable,OpenSpecimen,18.10214003,22
4122,1/15/2016 8:24,Done,II,Ticket 4122,Mollie Chang,Not billable,CDS (PES),0.452189517,5
4123,1/15/2016 9:38,Closed,HD,Ticket 4123,Mollie Chang,Not billable,CPTAC,12.12904136,28
4124,1/15/2016 10:27,Closed,HD,Ticket 4124,Piper Sherman,Not billable,BioMS,11.57540019,13
4125,1/15/2016 10:58,Closed,HD,Ticket 4125,Slade Acosta,Not billable,BioMS,2.192530944,14
4126,1/15/2016 13:44,Closed,HD,Ticket 4126,Lillith Austin,Not billable,BioMS,19.1908264,27
4127,1/15/2016 13:50,Closed,HD,Ticket 4127,Emery Shepard,Not billable,BioMS,19.51702435,13
4128,1/15/2016 13:54,Closed,HD,Ticket 4128,Emery Shepard,Not billable,BioMS,13.17733036,15
4129,1/15/2016 14:10,Closed,HD,Ticket 4129,Emery Shepard,Not billable,OpenSpecimen,6.523378937,9
4130,1/15/2016 14:32,Closed,HD,Ticket 4130,Emery Shepard,Not billable,OpenSpecimen,10.62072565,5
4131,1/15/2016 15:08,Technical Review,II,Ticket 4131,Deborah Silva,TBD,CIDER,0.136814083,238
4132,1/15/2016 16:23,Closed,HD,Ticket 4132,Demetrius Terrell,Not billable,CIDER,18.4381389,4
4133,1/19/2016 8:10,Completed,CSA,Ticket 4133,Demetrius Terrell,Unknown,ClinPortal,12.22962576,14
4134,1/19/2016 8:29,In Progress,CSA,Ticket 4134,Demetrius Terrell,Unknown,ClinPortal,3.074974135,234
4135,1/19/2016 10:16,Closed,HD,Ticket 4135,Demetrius Terrell,Not billable,CPTAC,16.90952293,12
4136,1/19/2016 11:13,Closed,HD,Ticket 4136,Demetrius Terrell,Not billable,BioMS,8.0565962,26
4137,1/19/2016 11:47,Closed,HD,Ticket 4137,Demetrius Terrell,Not billable,BioMS,13.09900517,11
4138,1/19/2016 13:07,Closed,HD,Ticket 4138,Demetrius Terrell,Not billable,BioMS,15.81150778,23
4139,1/19/2016 13:28,Closed,HD,Ticket 4139,Yeo Blackwell,Not billable,HealthStreet,5.390584934,18
4140,1/19/2016 14:29,Closed,HD,Ticket 4140,Kyra Sweeney,Not billable,OpenSpecimen,4.957730403,25
4141,1/19/2016 15:10,Closed,HD,Ticket 4141,Kyra Sweeney,Not billable,CIDER,14.06373667,11
4142,1/19/2016 15:25,Closed,HD,Ticket 4142,Ivory Terry,Not billable,CIDER,15.33681753,13
4143,1/19/2016 15:39,Closed,HD,Ticket 4143,Kylee David,Not billable,BioMS,13.15254235,19
4144,1/19/2016 16:06,Closed,HD,Ticket 4144,Kylee David,Not billable,ClinPortal,18.95122492,3
4145,1/19/2016 16:16,Closed,HD,Ticket 4145,Kylee David,Not billable,BioMS,17.15891964,15
4146,1/19/2016 16:24,Closed,HD,Ticket 4146,Kylee David,Not billable,BioMS,2.326174875,19
4147,1/19/2016 16:30,Closed,HD,Ticket 4147,Kylee David,Not billable,BioMS,12.22159914,1
4148,1/19/2016 16:34,Closed,HD,Ticket 4148,Kylee David,Not billable,BioMS,5.454153262,8
4149,1/19/2016 16:36,Closed,HD,Ticket 4149,Kylee David,Not billable,BioMS,4.830328384,20
4150,1/19/2016 17:05,Closed,HD,Ticket 4150,Lydia Mendoza,Not billable,BioMS,4.506567686,2
4151,1/19/2016 17:06,Closed,HD,Ticket 4151,Lydia Mendoza,Not billable,BioMS,1.134763337,16
4152,1/19/2016 17:08,Closed,HD,Ticket 4152,Lydia Mendoza,Not billable,BioMS,0.222980573,5
4153,1/20/2016 8:28,Done,II,Ticket 4153,Lydia Mendoza,TBD,CIDER,19.50219263,8
4154,1/20/2016 8:35,Technical Review,II,Ticket 4154,Lydia Mendoza,TBD,CIDER,4.476746006,233
4155,1/20/2016 10:30,Closed,CWL,Ticket 4155,Lydia Mendoza,Unknown,OpenSpecimen,1.630949182,1
4156,1/20/2016 15:15,Closed,HD,Ticket 4156,Lydia Mendoza,Not billable,BioMS,18.45577748,28
4157,1/20/2016 15:40,Closed,HD,Ticket 4157,Lydia Mendoza,Not billable,OpenSpecimen,14.76130293,22
4158,1/20/2016 15:51,Closed,HD,Ticket 4158,Lydia Mendoza,Not billable,BioMS,18.0749335,6
4159,1/20/2016 16:30,Closed,HD,Ticket 4159,Lydia Mendoza,Not billable,AFT BioMS,6.768477463,3
4160,1/20/2016 16:34,Closed,HD,Ticket 4160,Christian Doyle,Not billable,AFT BioMS,9.946835827,17
4161,1/20/2016 16:51,Closed,HD,Ticket 4161,Christian Doyle,Not billable,OpenSpecimen,11.68197123,7
4162,1/21/2016 7:37,Closed,HD,Ticket 4162,Christian Doyle,Not billable,RPR-ClinPortal,11.85552475,8
4163,1/21/2016 11:26,Closed,HD,Ticket 4163,Heidi Combs,Not billable,AFT BioMS,13.22753733,16
4164,1/21/2016 11:27,Closed,HD,Ticket 4164,Heidi Combs,Not billable,ClinPortal,5.057860022,0
4165,1/21/2016 11:28,Closed,HD,Ticket 4165,April Ball,Not billable,ClinPortal,14.87471698,5
4166,1/21/2016 11:30,Closed,HD,Ticket 4166,April Ball,Not billable,AFT BioMS,12.67255199,12
4167,1/21/2016 11:33,Closed,HD,Ticket 4167,April Ball,Not billable,AFT BioMS,15.99380916,19
4168,1/21/2016 11:35,Closed,HD,Ticket 4168,April Ball,Not billable,ClinPortal,2.41333629,2
4169,1/21/2016 12:30,Closed,HD,Ticket 4169,April Ball,Not billable,ClinPortal,0.774890789,27
4170,1/21/2016 12:56,Closed,HD,Ticket 4170,April Ball,Not billable,ClinPortal,17.51321808,28
4171,1/21/2016 12:56,Closed,HD,Ticket 4171,April Ball,Not billable,BioMS,1.030690158,11
4172,1/21/2016 13:04,Closed,HD,Ticket 4172,April Ball,Not billable,BioMS,4.113622141,24
4173,1/21/2016 13:06,Closed,HD,Ticket 4173,Donna Cline,Not billable,BioMS,18.71550905,12
4174,1/21/2016 13:23,Closed,HD,Ticket 4174,Pearl Ball,Not billable,BioMS,15.9193063,20
4175,1/21/2016 13:53,Completed,CSA,Ticket 4175,Pearl Ball,Unknown,ClinPortal,18.1981818,24
4176,1/21/2016 13:57,Closed,HD,Ticket 4176,Pearl Ball,Not billable,BioMS,6.386526036,19
4177,1/21/2016 14:18,Closed,HD,Ticket 4177,Tobias Rodriguez,Not billable,BioMS,9.813599567,13
4178,1/21/2016 15:10,Closed,HD,Ticket 4178,Tobias Rodriguez,Not billable,CIDER,4.684576128,11
4179,1/21/2016 16:45,Closed,HD,Ticket 4179,Tobias Rodriguez,Not billable,OpenSpecimen,4.522510588,1
4180,1/22/2016 8:18,Closed,HD,Ticket 4180,Tobias Rodriguez,Not billable,BioMS,0.863278098,17
4181,1/22/2016 8:21,Closed,HD,Ticket 4181,Tobias Rodriguez,Not billable,BioMS,8.368013788,29
4182,1/22/2016 11:20,Closed,HD,Ticket 4182,Avram Shepard,Not billable,CPTAC,0.612446787,4
4183,1/22/2016 12:08,Closed,HD,Ticket 4183,Avram Shepard,Not billable,AFT BioMS,18.80293872,26
4184,1/22/2016 13:27,Closed,HD,Ticket 4184,Avram Shepard,Not billable,BioMS,2.528954016,23
4185,1/22/2016 15:55,Closed,HD,Ticket 4185,Avram Shepard,Not billable,BioMS,4.627277115,24
4186,1/24/2016 14:19,Done,II,Ticket 4186,Avram Shepard,Unknown,i2b2,4.036420761,24
4187,1/24/2016 14:25,Done,II,Ticket 4187,Avram Shepard,Unknown,Other,4.956308245,10
4188,1/24/2016 15:59,Done,II,Ticket 4188,Avram Shepard,Department Funds,CDS (PES),18.6325321,5
4189,1/25/2016 7:04,Closed,HD,Ticket 4189,Blake Fleming,Not billable,CIDER,3.550065219,26
4190,1/25/2016 7:43,Closed,HD,Ticket 4190,Leslie Mueller,Not billable,ClinPortal,12.34817881,10
4191,1/25/2016 8:45,Done,II,Ticket 4191,Thane Summers,Not billable,CDS (PES),12.25768107,14
4192,1/25/2016 8:48,Closed,HD,Ticket 4192,Thane Summers,Not billable,OpenSpecimen,7.63092507,26
4193,1/25/2016 9:11,Closed,HD,Ticket 4193,Thane Summers,Not billable,CIDER,7.65702656,1
4194,1/25/2016 9:23,Closed,HD,Ticket 4194,Thane Summers,Not billable,ClinPortal,9.212343469,4
4195,1/25/2016 9:27,Closed,HD,Ticket 4195,Colby Glass,Not billable,OpenSpecimen,8.897121528,10
4196,1/25/2016 10:00,Completed,CSA,Ticket 4196,Ivy Church,Unknown,ClinPortal,4.835489248,22
4197,1/25/2016 10:01,Intake,II,Ticket 4197,Ivy Church,Not billable,CDS (PES),12.88052159,228
4198,1/25/2016 10:50,Closed,HD,Ticket 4198,Ivy Church,Not billable,RPR-ClinPortal,15.22758051,20
4199,1/25/2016 11:05,Closed,HD,Ticket 4199,Rooney Blake,Not billable,RPR-ClinPortal,1.299413069,11
4200,1/25/2016 14:12,Closed,HD,Ticket 4200,Adrienne Bates,Not billable,AFT BioMS,14.67898313,13
4201,1/25/2016 14:14,Closed,HD,Ticket 4201,Adrienne Bates,Not billable,AFT BioMS,14.28416418,30
4202,1/25/2016 14:30,Intake,II,Ticket 4202,Howard Chapman,JIT,CIDER,9.88469743,228
4203,1/25/2016 14:37,Closed,CWL,Ticket 4203,Howard Chapman,Unknown,OpenSpecimen,4.369263464,0
4204,1/25/2016 14:42,Closed,HD,Ticket 4204,Mollie Chang,Not billable,ClinPortal,4.384707726,15
4205,1/25/2016 14:52,Closed,HD,Ticket 4205,Mollie Chang,Not billable,CIDER,7.819088117,8
4206,1/25/2016 15:37,Closed,HD,Ticket 4206,Mollie Chang,Not billable,BioMS,19.2933199,14
4207,1/25/2016 15:40,Closed,HD,Ticket 4207,Mollie Chang,Not billable,BioMS,19.59475127,17
4208,1/26/2016 7:42,Waiting for EU,II,Ticket 4208,Mollie Chang,Grant,CDS (PES),6.537807773,227
4209,1/26/2016 8:52,Closed,HD,Ticket 4209,Mollie Chang,Not billable,ClinPortal,19.61208414,3
4210,1/26/2016 8:52,Closed,HD,Ticket 4210,Mollie Chang,Not billable,ClinPortal,0.123595017,8
4211,1/26/2016 8:53,Closed,HD,Ticket 4211,Mollie Chang,Not billable,ClinPortal,7.381235716,13
4212,1/26/2016 10:14,Closed,HD,Ticket 4212,Mollie Chang,Not billable,ClinPortal,14.10049268,18
4213,1/26/2016 11:29,Closed,HD,Ticket 4213,Mollie Chang,Not billable,ClinPortal,8.602434102,7
4214,1/26/2016 13:59,Closed,HD,Ticket 4214,Mollie Chang,Not billable,ClinPortal,8.632884251,10
4215,1/26/2016 14:11,Closed,HD,Ticket 4215,Mollie Chang,Not billable,ClinPortal,10.31273336,18
4216,1/26/2016 14:38,Closed,HD,Ticket 4216,Mollie Chang,Not billable,BioMS,3.493739165,21
4217,1/26/2016 14:53,Closed,HD,Ticket 4217,Mollie Chang,Not billable,BioMS,12.83936734,1
4218,1/26/2016 15:05,Closed,HD,Ticket 4218,Mollie Chang,Not billable,ClinPortal,11.1683919,19
4219,1/26/2016 15:17,Closed,HD,Ticket 4219,Mollie Chang,Not billable,BioMS,3.298450743,2
4220,1/26/2016 15:28,Closed,HD,Ticket 4220,Mollie Chang,Not billable,CIDER,15.51968084,11
4221,1/26/2016 15:28,Closed,HD,Ticket 4221,Mollie Chang,Not billable,BioMS,0.014041377,22
4222,1/26/2016 15:42,Closed,HD,Ticket 4222,Mollie Chang,Not billable,AFT BioMS,13.94189603,22
4223,1/26/2016 15:48,In Production,CSA,Ticket 4223,Mollie Chang,Unknown,ClinPortal,15.79216444,227
4224,1/26/2016 15:49,Completed,CSA,Ticket 4224,Mollie Chang,Unknown,ClinPortal,19.65678307,15
4225,1/26/2016 16:16,Closed,HD,Ticket 4225,Mollie Chang,Not billable,ClinPortal,5.374491255,13
4226,1/27/2016 8:51,Closed,HD,Ticket 4226,Mollie Chang,Not billable,ClinPortal,1.162831622,14
4227,1/27/2016 9:59,Closed,HD,Ticket 4227,Elvis Daniels,Not billable,CPTAC,16.31821675,16
4228,1/27/2016 11:19,Closed,HD,Ticket 4228,Elvis Daniels,Not billable,OpenSpecimen,12.37355801,8
4229,1/27/2016 11:55,Closed,HD,Ticket 4229,Elvis Daniels,Not billable,ClinPortal,16.1505444,10
4230,1/27/2016 12:22,Closed,HD,Ticket 4230,Elvis Daniels,Not billable,CIDER,9.735800913,29
4231,1/27/2016 13:35,Closed,HD,Ticket 4231,Elvis Daniels,Not billable,ClinPortal,10.34782392,8
4232,1/27/2016 13:57,Closed,HD,Ticket 4232,Elvis Daniels,Not billable,CPTAC,12.21603425,2
4233,1/27/2016 15:10,Closed,HD,Ticket 4233,Elvis Daniels,Not billable,BioMS,1.865488811,1
4234,1/27/2016 15:11,Closed,HD,Ticket 4234,Elvis Daniels,Not billable,BioMS,4.941442322,0
4235,1/27/2016 15:13,Closed,HD,Ticket 4235,Elvis Daniels,Not billable,BioMS,1.927081447,3
4236,1/27/2016 15:17,Closed,HD,Ticket 4236,Wynne Higgins,Not billable,BioMS,17.94399914,19
4237,1/27/2016 15:18,Closed,HD,Ticket 4237,Tad Porter,Not billable,BioMS,7.839361875,15
4238,1/27/2016 15:22,Closed,HD,Ticket 4238,Walker Klein,Not billable,BioMS,19.8910603,15
4239,1/27/2016 15:26,Closed,HD,Ticket 4239,Walker Klein,Not billable,BioMS,5.934168807,0
4240,1/27/2016 15:40,Closed,HD,Ticket 4240,Walker Klein,Not billable,Atlassian Tools,13.08265777,3
4241,1/27/2016 15:48,Closed,HD,Ticket 4241,Walker Klein,Not billable,ClinPortal,7.396665758,7
4242,1/27/2016 15:55,Closed,HD,Ticket 4242,Melinda Bradley,Not billable,BioMS,1.86632643,4
4243,1/27/2016 16:01,Closed,HD,Ticket 4243,Melinda Bradley,Not billable,BioMS,8.737869099,23
4244,1/27/2016 16:05,Closed,HD,Ticket 4244,Jerome Hensley,Not billable,BioMS,15.45996281,10
4245,1/27/2016 16:18,Closed,HD,Ticket 4245,Walker Klein,Not billable,Atlassian Tools,9.307507963,9
4246,1/27/2016 16:37,Closed,HD,Ticket 4246,Mollie Chang,Not billable,RPR-ClinPortal,8.001078463,12
4247,1/28/2016 9:19,Closed,HD,Ticket 4247,Illana Briggs,Not billable,CIDER,10.60285293,7
4248,1/28/2016 9:43,Closed,HD,Ticket 4248,Tobias Rodriguez,Not billable,OpenSpecimen,9.542324167,23
4249,1/28/2016 13:48,Done,II,Ticket 4249,Tobias Rodriguez,Unknown,CIDER,1.865698103,12
4250,1/28/2016 14:46,Resolved,HD,Ticket 4250,Tobias Rodriguez,Not billable,BioMS,17.32647254,17
